,Name,Category,Distance,Address,Latitude,Longitude,Review_count,Rating
253,Sushi and Wok,"['Japanese', 'Pan Asian']",1101,32 Avenue Frédéric Mistral,43.31025,5.43606,10,4.0
254,Julien et Barnabé,['French'],468,123 ave de Saint-Julien,43.3071709,5.4231701,3,3.5
255,City d'Asie,['Fast Food'],950,74 avenue St Jérôme,43.33153,5.41941,4,4.5
256,King Hallal,['Butcher'],643,73 Avenue Alexandre Ansaldi,43.3309059,5.4045734,1,3.0
257,Pizza Nord Chez Bibi,"['Pizza', 'Italian']",463,72 Chemin Merlan À La Rose,43.3302,5.4128,1,1.0
258,Le Panetier,['Bakeries'],918,90 ave de Saint Jerome,43.33101,5.41951,1,3.0
259,La Fiesta des Délices,['Creperies'],873,Centre commercial Merlan,43.3300632,5.4002038,1,1.0
260,Le Frog,"['Pizza', 'Sandwiches']",188,20 ave Bois Luzy,43.31094,5.42198,1,5.0
261,Boulangerie L'Atelier,"['Caterers', 'Bakeries']",346,3 Ave du 24 Avril 1915,43.30779,5.42584,5,3.5
262,Le parc de la Moline,['Parks'],224,Bd Marius Richard,43.3157501,5.4249001,3,4.0
263,Thomas Philippe,['Bakeries'],400,3 Boulevard Compostelle,43.31873,5.42836,1,5.0
264,Snack du Parc de la Moline,"['Fast Food', 'Chocolatiers & Shops']",313,Cité Py,43.3145,5.42536,1,3.0
265,Le Pacifique,['Chinese'],1048,48 avenue Emmanuel Allard,43.28984,5.44009,51,4.0
266,La Table du 12ème,"['Barbeque', 'Steakhouses']",62,66 rue St Jean du Desert,43.29932,5.43628,2,4.5
267,Le fournil des trois bastides,['Bakeries'],62,62 rue Saint Jean du désert,43.29932,5.43628,1,4.0
268,fast food chinois,"['Fast Food', 'Chinese']",218,,43.2985444,5.4337465,1,4.0
269,Parc De La Mirabelle,"['Obstetricians & Gynecologists', 'Parks']",849,avenue William-Booth,43.2959427,5.4461831,6,4.0
270,Sushi Koste,['Fast Food'],412,101 av de la fourragère,43.299424,5.430352,1,4.0
271,Le Vieux Moulin,['French'],400,82 Chemin du Merlan,43.3392476,5.4078603,2,4.5
272,Boucherie des Prairies,"['Rotisserie Chicken', 'Meat Shops']",1038,Centre commercial des Prairies,43.3422507387925,5.42001452296972,1,5.0
273,Pizzeria La Grotte,['Pizza'],342,71 ave du Merlan,43.33832,5.40752,1,2.0
274,Pizza Saint Mitre,"['Pizza', 'Italian']",1022,128 Château Gombert,43.3419814,5.4200555,1,5.0
275,Les Terasses de Saint Mitre,['French'],756,57 Chemin des serens,43.34187,5.41533,1,4.0
276,Pizza Lambada,"['Pizza', 'Italian']",37,208 rue Charles Kaddouz,43.3169,5.4371902,1,1.0
277,Euro Pizza,['Pizza'],542,82 boulevard de Beaumont,43.31235,5.43835,1,5.0
278,Beaumont Pizza,"['Pizza', 'Italian']",950,260 avenue du 24 Avril 1915,43.3087279,5.439154,4,4.0
279,La Baguette Imperiale II,"['Fast Food', 'Chinese']",936,191 ave du 24 avril 1915,43.3088968,5.4394232,5,2.5
280,Piazza Romana,"['Pizza', 'Italian']",1012,193 avenue des Olives,43.32535,5.442135,1,5.0
281,Canal Saint Julien,['Parks'],1074,122 Chemin des Anémones,43.3104433744062,5.44644501060247,1,4.0
282,Jean-Luc Mouradchalian,"['Bars', 'Cafes']",939,181 avenue du 24 avril 1915,43.3087835,5.4388339,1,1.0
283,Elyssa,"['Moroccan', 'Middle Eastern']",73,26 quai de Rive Neuve,43.292585,5.369276,10,4.5
284,The Shamrock,"['Pubs', 'Beer Bar']",186,16/17 quai de Rive Neuve,43.293,5.37065,117,4.0
285,Taquería Loka,"['Mexican', 'Tapas Bars']",233,126 rue Sainte,43.2908199,5.36702,11,4.5
286,Le Bistrot des Dames,['Bistros'],268,34 place aux Huiles,43.29235,5.37181,21,4.5
287,L'Aromat,['French'],185,49 rue Sainte,43.29212,5.37383,117,4.0
288,Brocéliande,"['Creperies', 'Brasseries']",187,9 rue Euthymenes,43.292965,5.373082,67,4.0
289,La Poule Noire,['French'],195,61 rue Sainte,43.291975,5.37325,43,4.0
290,Sylvain Depuichaffray,"['Bakeries', 'Tea Rooms', 'Patisserie/Cake Shop']",168,66 rue Grignan,43.291756,5.375004,66,4.5
291,La Velada,"['Mediterranean', 'Pizza']",143,31 Rue Endoume,43.2879,5.36629,32,4.0
292,Moon Burger,"['Fast Food', 'Burgers']",293,29 bd de la Corderie,43.2902622,5.3697134,27,4.0
293,Four des Navettes,['Bakeries'],175,136 rue Sainte,43.29071,5.36639,98,3.5
294,Abbaye Saint-Victor,"['Landmarks & Historical Buildings', 'Churches', 'Festivals']",140,3 rue de l'Abbaye,43.290324211293,5.3656525642453,28,4.0
295,Apsara,['Cambodian'],168,151 rue Sainte,43.2906803318627,5.36669926071318,34,4.5
296,Al Dente,['Italian'],129,10 rue Edmond Rostand,43.2893681,5.3798156,256,4.0
297,Le Julien,"['Lyonnais', 'Mediterranean', 'French Southwest']",136,114 Rue Paradis,43.28857,5.37882,46,4.0
298,Minoofi,"['Bakeries', 'Coffee & Tea', 'Patisserie/Cake Shop']",63,104 rue Paradis,43.2892,5.37855,87,4.0
299,La Table Ronde,['Creperies'],98,24 rue Sylvabelle,43.289491,5.379474,137,4.0
300,Victor Café,"['Mediterranean', 'Breakfast & Brunch', 'Lounges']",159,New Hotel of Marseille,43.2919,5.35964,80,4.0
301,Le Carré Bistromanie,['Brasseries'],228,Sofitel Marseille Vieux Port,43.29235,5.36106,180,4.0
302,Palais du Pharo,"['Landmarks & Historical Buildings', 'Venues & Event Spaces']",169,58 bd Charles Livon,43.2937,5.3587,22,4.5
303,Chez Michel,['Seafood'],266,6 rue des Catalans,43.2907,5.35595,34,4.0
304,Restaurant Rowing Club,"['Wine Bars', 'Breakfast & Brunch', 'Tapas/Small Plates']",308,34 boulevard Charles Livon,43.293049,5.361109,51,3.5
305,Le Chalet du Pharo,['Mediterranean'],367,58 boulevard Charles Livon,43.293934731323,5.3594042576426,49,4.0
306,Les Trois Forts,"['Mediterranean', 'French']",260,36 boulevard Charles Livon,43.292857,5.36023,21,4.0
307,Le Charles Livon,['French'],153,89 boulevard Charles Livon,43.291807,5.358253,44,3.5
308,Abaco,['French'],191,38 B Rue Papety,43.29068,5.35688,25,4.5
309,Les Akolytes,"['French', 'Modern European']",220,41 rue Papety,43.29057,5.35613,26,3.5
310,La Maison des Raviolis,"['Dim Sum', 'Pan Asian']",86,14 rue d'Italie,43.2902787,5.3817895,29,4.0
311,Sushi Resto,"['Sushi Bars', 'Japanese']",162,27 bis rue d'Italie,43.28969,5.38227,124,4.0
312,Zia Concetta,"['Trattorie', 'Imported Food']",45,111 rue d'Endoume,43.28686,5.36378,8,4.5
313,Le Péron,"['Modern European', 'Seafood']",504,56 Corniche Kennedy,43.287953,5.352196,164,4.0
314,Le Vésuvio,"['Italian', 'Pizza']",190,33 rue Decazes,43.28726,5.35983,34,4.0
315,Le Petit Pavillon,"['French', 'Bars']",329,54 Pro Corniche John Kennedy,43.2884,5.35279,44,3.5
316,Welcome Café,['Bistros'],23,2 rue des Catalans,43.29031,5.3561,6,4.0
317,Bière de la Plaine,"['Beer Bar', 'Breweries']",281,16 rue Saint Pierre,43.29367,5.38762,9,5.0
318,Da Romano,['Italian'],69,229 Rue Paradis,43.2829,5.3812,10,4.5
319,Culti,"['Lounges', 'Mediterranean', 'Tobacco Shops']",41,222 chemin Roucas Blanc,43.28064,5.36892,11,3.5
320,Chez Fonfon,['Seafood'],47,140 rue Vallon des Auffes,43.28558655941,5.3512560927419,199,3.5
321,Chez Jeannot,['Pizza'],85,129 rue Vallon des Auffes,43.285377799765,5.3516163391364,202,3.0
322,Monument aux Morts de l' Armée d'Orient et des Terres Lointaines,['Landmarks & Historical Buildings'],43,Square Lieutenant-Danjaume,43.286013,5.350302,7,4.0
323,Vallon des Auffes,['Landmarks & Historical Buildings'],22,Vallon des Auffes,43.2857399,5.35109,45,4.5
324,Le Bistrot Plage,['Lounges'],50,60 Corniche Kennedy,43.28613,5.35107,88,3.0
325,La Cave de Baille,['Wine Bars'],70,133 bd Baille,43.2884219,5.3922169,29,4.0
326,Anse de Malmousque,"['Local Flavor', 'Landmarks & Historical Buildings']",217,30 rue de Malmousque,43.2829,5.34937,20,4.5
327,La Vague Gourmande,['Bakeries'],46,209 Pro Corniche John Kennedy,43.28286,5.35068,12,4.0
328,AM par Alexandre Mazzia,"['Modern European', 'French']",644,9 rue François Rocca,43.2698878,5.3855019,14,4.5
329,Le Gran Café,"['Bistros', 'Buffets']",510,158 rue Jean Mermoz,43.271418,5.386922,16,4.5
330,Pierrot Coquillages,['Seafood'],657,355 avenue du Prado,43.270356,5.388081,11,4.5
331,L'Atéo,"['French', 'Mediterranean']",241,355 Corniche du Président John F Kennedy,43.2933692932129,5.3713002204895,4,4.5
332,China Diner,['Pan Asian'],226,353 Promenade Corniche John Kennedy,43.27158,5.36293,22,4.0
333,Plage du Prophète,['Beaches'],98,Plage du Prophète,43.2728309593578,5.36214351654053,33,3.5
334,Le 8ème Sud,['French'],1308,51 promenade Georges Pompidou,43.2648514,5.3738362,37,3.5
335,L'Aromence,"['Brasseries', 'Provencal']",99,8-12 rue Liandier,43.2776,5.38923,8,4.5
336,Le Balagan,"['Soup', 'Desserts', 'Salad']",284,99 rue Rouet,43.28041,5.38996,21,4.0
337,Le Zinc,"['French', 'Mediterranean']",306,182 rue du Rouet,43.27633,5.39465,63,4.0
338,Le Vin Sobre,"['Beer, Wine & Spirits', 'Bistros', 'Brasseries']",170,56 Rue Négresko,43.269078,5.388482,10,4.5
339,Un Jardin en Ville,"['French', 'Pizza']",149,22 avenue de Mazargues,43.2693,5.38827,7,4.5
340,Le Café des Thés,"['Tea Rooms', 'Bagels', 'Delicatessen']",242,6 bd Émile Sicard,43.27164,5.38663,5,4.5
341,La Maronaise Café,"['Cafes', 'Brasseries']",1168,2 place de l'Amiral Muselier,43.2639406605664,5.37415981292725,18,4.5
342,Parc Borély,['Parks'],998,Ave du Parc Borély,43.26277,5.37881,86,4.5
343,Le 3615,"['Bars', 'Karaoke', 'Brasseries']",14,38 Rue Négresko,43.2694477592367,5.38942578761988,11,2.5
344,Emilio,"['Italian', 'Delicatessen']",153,70 avenue de Mazargue,43.26808,5.38891,29,4.0
345,Le Despy,"['Salad', 'Burgers', 'Tex-Mex']",786,137 boulevard de la Blancarde,43.3034554553727,5.40512517074105,1,5.0
346,Le Katana,['French'],917,88 bd de Roux,43.3071122134665,5.40863290429115,1,5.0
347,Lyon Pizza,"['Pizza', 'Italian']",280,187 Avenue Capelette,43.2805569,5.4081433,5,4.0
348,Chez Mem,['Thai'],283,194 Avenue de la Capelette,43.279957,5.409636,4,4.0
349,Taki Thai,"['Fast Food', 'Pan Asian']",397,125 avenue Capelette,43.28139,5.40533,10,3.0
350,Regina,"['Restaurants', 'Bars']",276,203 Avenue Capelette,43.2803097,5.4088377,3,3.5
351,Les Calanques de Marseille,['Local Flavor'],892,,43.22665,5.3687,43,4.5
352,Dubble,['Fast Food'],299,515 Avenue Prado,43.2646888536653,5.37976505392955,7,4.0
353,Le David,['Brasseries'],379,99 promenade Georges-Pompidou,43.26248,5.37451,57,3.5
354,Sport Beach,"['Lounges', 'Mediterranean']",756,Escale Borely,43.2554933,5.376276,206,3.0
355,Pizza Fabio,['Pizza'],161,296 bd romain rolland,43.2723479852358,5.41076314047086,2,4.5
356,Le Mawuna,['African'],218,15 Rue Belle-Ombre,43.26952,5.408435,9,3.5
357,L'instant Gourmand,['Bistros'],215,343 bd Romain Rolland,43.27173,5.41002,1,3.0
358,Piz'Mazal,"['Pizza', 'Kosher']",241,293 bd Romain Rolland,43.2726,5.41164,2,3.5
359,Alice et Arsen,['Bakeries'],313,397 Boulevard Romain Rolland,43.2697414,5.4061265,3,4.0
360,Germain Boulanger,['Bakeries'],214,297 bd Romain Rolland,43.27257,5.41137,2,3.0
361,Café Borély,['French'],129,Château Borely - Pavillon Est,43.256916,5.382477,13,4.0
362,O'Brady's Irish Pub,"['Pubs', 'Brasseries', 'Irish Pub']",1018,378 avenue de Mazargues,43.2588698253649,5.3941298755301,159,4.5
363,Restaurant du Golden Tulip Villa Massalia,"['Bars', 'Mediterranean']",104,17 place Louis Bonnefon,43.254912,5.381742,18,3.5
364,Le Central Park,['French'],18,159 Avenue Clot Bey,43.2558832,5.3824471,4,4.5
365,La Parenthèse,"['Wine Bars', 'Tapas/Small Plates', 'Mediterranean']",878,2 impasse de Riou,43.249549,5.375588,49,4.5
366,Question de Goût,['French'],882,147 Avenue Joseph Vidal,43.24961,5.3754,129,4.0
367,Roma Pizzas,['Pizza'],18,159 avenue Clot Bey,43.25594,5.38248,1,5.0
368,Le Greenwich,['French'],60,142 avenue Pierre Mendès France,43.254846,5.375716,24,3.5
369,L'Indigo,"['Tex-Mex', 'Mexican', 'Tapas Bars']",75,142 avenue Pierre Mendès France,43.255055,5.375533,67,3.0
370,Chez Quan,"['Chinese', 'Vietnamese']",32,Escale Borély,43.2547627,5.3761499,95,3.0
371,La Grande Italia,['Italian'],132,148 avenue Pierre-Mendès France,43.2549164,5.3761473,66,3.0
372,Equinoxe,"['Lounges', 'Brasseries', 'Creperies']",57,142 Avenue Pierre Mendès France,43.2549918,5.3757484,41,3.0
373,Brasserie le Turf,"['Sushi Bars', 'Brasseries']",43,412 Avenue De Mazargues,43.25783,5.39436,37,3.5
374,Tabi No Yume,['Japanese'],191,1 bd Sainte-Anne,43.256543,5.393847,17,4.0
375,Le Palais d'Asie,['Restaurants'],101,33 boulevard Luce,43.25736,5.3944,25,4.0
376,Tresors d'Armenie,['Armenian'],173,475 avenue de Mazargues,43.25668,5.39403,8,4.0
377,Restaurant Le Grand Pin,['French'],153,430 Avenue Mazargues,43.2568399,5.3939199,5,4.5
378,Sodexho,[],48,5 Rue Verdillon,43.2753113,5.4249827,3,1.5
379,Parc de la Maison Blanche,['Parks'],1155,Boulevard Paul Claudel,43.266572,5.416238,13,4.5
380,Jean Sauveur,"['Pizza', 'Napoletana']",876,33 Boulevard de Saint-Loup,43.282006,5.429565,3,5.0
381,Coq D'Or Center,"['Butcher', 'Bakeries', 'Fruits & Veggies']",462,79 boulevard Romain Rolland,43.2789666954633,5.42268633842468,1,5.0
382,La Table des Garrigues,['Provencal'],723,42 rue Pierre Doize,43.280555,5.429254,3,3.0
383,Quick,['Fast Food'],508,77 rue Pierre Doize,43.2787034,5.4282639,2,1.5
384,Gimy,"['Kebab', 'Pizza', 'Fast Food']",754,137 bd Romain Rolland,43.27408,5.41466,1,4.0
385,Top Indien Express,"['Indian', 'Food Delivery Services']",1341,253 ave de la Capelette,43.2794418,5.4113698,1,4.0
386,Le Jardin,['French'],806,66 rue Sebastien Marcaggi,43.246217,5.402716,11,4.5
387,Da Paolo,"['Pizza', 'Rotisserie Chicken']",442,23 chemin du Lancier,43.2476082,5.39713,6,4.5
388,Musée d'Art Contemporain,"['Museums', 'Art Galleries']",453,69 avenue d'Haïfa,43.2503407747574,5.38965070655857,25,3.5
389,La Terrasse du Grand Saint-Giniez,['French'],83,131 avenue de Mazargues,43.2658195,5.3903999,1,2.0
390,Le Starlight,['Brasseries'],502,Avenue de Hambourg,43.247897,5.390639,11,3.5
391,Le Fournil de Mazargues,['Bakeries'],202,711 avenue Mazargues,43.24948,5.39677,2,3.0
392,Ô Lapin Blanc,['Bistros'],218,12 bd des Joncs,43.24886,5.38188,8,4.0
393,La Crêperie Bretonne Triskell,['Creperies'],618,147 avenue Joseph Vidal,43.24961,5.3753994,51,4.0
394,Les Trottoirs Marseillais,['Mediterranean'],1054,5 Place Joseph Vidal,43.2433426788449,5.37003993988037,84,4.0
395,The Red Lion,['Pubs'],638,231 avenue Pierre Mendès France,43.2499681,5.3754064,218,3.5
396,La Serenata,['Italian'],606,37 avenue de la Pointe Rouge,43.2478358882173,5.37471032135061,29,3.5
397,Pascal's Kitchen,"['Thai', 'French']",235,46 ave de Montredon,43.2421,5.36918,55,4.0
398,La Riviera,['Seafood'],97,Place Joseph Vidal,43.2444055676211,5.36976099014282,57,3.5
399,Gelati Nino,['Ice Cream & Frozen Yogurt'],53,59 avenue de Montredon,43.24346,5.37055,32,4.0
400,L'Escale,"['Pizza', 'Brasseries', 'Creperies']",151,22 avenue Montredon,43.2446859,5.3722434,34,3.0
401,Le Tropicana,"['Pizza', 'Italian']",84,46 avenue de Montredon,43.244519,5.371319,22,3.5
402,Le Petit Mousse,"['French', 'Pizza', 'Karaoke']",33,28 Avenue Montredon,43.243978,5.371129,33,3.0
403,Restaurant et Lycée-CFA hôteliers et de Tourisme de Marseille,"['Cooking Classes', 'Provencal']",170,114 Avenue André-Zenatti,43.245801,5.392991,2,2.5
404,Le Pti Nico,"['Brasseries', 'French']",553,9 place Robespierre,43.2473907,5.40137,2,4.5
405,O'Douceurs Givrées,['Ice Cream & Frozen Yogurt'],622,77 rue Emile Zola,43.2466,5.40263,1,5.0
406,Chez Viet,['Vietnamese'],713,37 boulevard de la Concorde,43.2492631806817,5.40228252455996,1,4.0
407,Restaurant Pizzeria du Roy d'Espagne,['Pizza'],735,6 bd Vélasquez,43.24171,5.38803,3,3.0
408,Parc de Montredon - Campagne Pastré,"['Botanical Gardens', 'Parks']",873,157 ave de Montredon,43.23995,5.36684,23,4.5
409,Via Roma,['Italian'],867,19 Avenue de la Pointe Rouge,43.24821,5.37514,113,3.5
410,Le Siam,['Thai'],258,25 promenade du Grand Large,43.241038,5.36374,16,3.5
411,Au Bord de l'Eau,"['Seafood', 'Mediterranean']",1286,15 rue des Arapèdes,43.2322599,5.35394,202,4.0
412,Les Mille Saveurs,['Bakeries'],13,146 avenue Montredon,43.2396699,5.36628,1,3.0
413,L'Orchidée,['Mediterranean'],249,3 Boulevard Beaurivage,43.238014,5.36404,4,3.0
414,Les Delices du Roy,['French'],79,20 Chemin Roi d'espagne,43.2424548,5.396911,1,3.0
415,Le Pouce de César,['Landmarks & Historical Buildings'],1148,Rond-point Pierre Guerre,43.25034,5.38925,5,4.5
416,Chez Aldo,"['Seafood', 'Pizza', 'Wine Bars']",164,28 Rue Audemar Tibido,43.23271,5.35382,97,4.0
417,Connolly's Corner,['Irish Pub'],8,2 avenue Madrague de Montredon,43.232,5.35557,35,4.0
418,Les Tamaris,"['Pizza', 'French']",463,40 bd Calanque de Samena,43.22867,5.35197,97,3.5
419,Roger Forni,['Bakeries'],20,202 Avenue Madrague de Montredon,43.2320887,5.3556582,1,5.0
420,Bar Amical,"['Coffee & Tea', 'Brasseries']",50,196 ave Madrague de Montredon,43.2323,5.3558199,2,4.5
421,Le Petit Port,"['Pizza', 'Seafood']",892,Route des Goudes,43.2254099,5.34883,46,3.5
422,Plage de l'Abricotier,['Beaches'],809,boulevard des Baigneurs,43.237284,5.3623,14,4.0
423,Le Tiboulen de Maïre,"['French', 'Seafood']",892,Chemin Goudes,43.22578,5.34846,23,3.0
424,Le Luminyen,['Fast Food'],180,184 Avenue Luminy,43.2301616,5.4367485,8,3.5
425,Les Terrasses du Phocéen,['French'],838,Rue Henri Cochet,43.23814,5.43211,8,4.0
426,Camion Snack de Luminy,"['Sandwiches', 'Food Trucks', 'Fast Food']",445,163 avenue de Luminy,43.2366805,5.4360328,4,4.5
427,ca slam chez moi,['Bars'],811,119 traverse de la seigneurie,43.2387199,5.4132638,1,5.0
428,Franceschi Mathieu,['Pizza'],811,74 bd Saint Marguerite,43.2290357,5.4463322,2,4.0
429,Tennis Club Phocéen,"['Bistros', 'Brasseries', 'Buffets', 'Tennis']",829,Rue Henri Cochet,43.2382136,5.4322919,1,3.0
430,Restaurant U,['Education'],734,171 Avenue De Luminy,43.238096,5.43562,1,3.0
431,La Source de Jade,"['Vietnamese', 'Chinese']",6,3 rue Trois Frères Barthélémy,43.2926657342473,5.38418351034238,52,4.0
432,Le Baron Perché,"['Italian', 'French', 'Mediterranean']",207,45 rue Châteaubriand,43.28636,5.35923,49,4.0
433,La Mascotte,['Bakeries'],6,250 Rue D Endoume,43.28454,5.35874,4,3.5
434,Pizzeria les Deux Frangins,"['Food Delivery Services', 'Pizza']",259,60 Boulevard Bompard,43.28283,5.36084,22,3.5
435,Les Mains Libres,['Bakeries'],44,117 bd Chave,43.29553,5.3939,4,5.0
436,Paul,['Bakeries'],242,1 place Ernest Delibes,43.279314,5.38309,10,4.0
437,Sushi Shop,"['Japanese', 'Sushi Bars']",243,335 rue Paradis,43.27886,5.38306,31,3.5
438,Villa Bagatelle - Mairie des 6ème et 8ème arrondissements,"['Landmarks & Historical Buildings', 'Parks']",312,125 rue du Commandant Rolland,43.2695062556286,5.38162172195132,12,4.5
439,Haribo,['Bakeries'],722,9 bd Gay Lussac,43.33155,5.3746993,27,4.0
440,La Pergola,['French'],640,175 chemin de la Madrague ville,43.328982,5.359038,2,4.5
441,Parc François Billoux,"['Botanical Gardens', 'Parks']",366,246 Rue Lyon,43.331309,5.364861,3,5.0
442,Cap Arnavaux,['Restaurants'],757,9 Boulevard Gay Lussac,43.33257409,5.37428902,1,3.0
443,Rotisserie des Saveurs,['Mediterranean'],505,130 chemin de la Madrague,43.330758,5.357577,2,4.5
444,Toran Aygalades,['Fast Food'],399,151 Avenue des Aygalades,43.3431458,5.36561984,1,3.0
445,Restaurant Chez Marie-France et Christine,['Restaurants'],697,45 boulevard Barbès,43.32596,5.37495,1,5.0
446,Bar Restaurant Tranquille,"['French', 'Bars']",671,102 bd Danielle Casanova,43.325306,5.374062,1,4.0
447,pâtisserie L'Orientale,"['Bakeries', 'Middle Eastern']",941,130ch de la Madrague ville,43.3304229,5.3578521,1,4.0
448,Lyon Pizza Nord,"['Pizza', 'Italian']",683,249 Rue Lyon,43.3340867,5.3637979,2,4.5
449,La Statue du David,['Landmarks & Historical Buildings'],193,99 promenade Georges Pompidou,43.261882143367,5.3747155965575,16,4.0
450,Bombay Grill,"['Indian', 'Pakistani']",530,79 Pro Georges Pompidou,43.26476,5.37342,11,4.0
451,318 Cité Radieuse,"['Cafes', 'Concept Shops', 'Fashion']",139,280 bd Michelet,43.2617682,5.3969336,5,3.5
452,Le San Michel,"['Tobacco Shops', 'Brasseries']",73,104 avenue Hambourg,43.2488326,5.3907687,4,3.5
453,Ô Buffet,"['Buffets', 'French', 'Seafood']",119,1 avenue de la Pointe Rouge,43.2488054,5.3752775,5,4.0
454,Le Thalassa Café,['Brasseries'],136,1 avenue de la Pointe Rouge,43.24901,5.37517,39,3.5
455,L'Authentique,['Fast Food'],100,17 avenue Pointe Rouge,43.248163,5.375643,87,3.5
456,Planetalis,['Fast Food'],297,124 avenue Hambourg,43.2493021,5.3901631,3,3.0
457,Le fournil des délices,['Bakeries'],118,92 avenue André Zénatti,43.24668,5.38559,1,3.0
458,Jardin Guy Azaïs,"['Parks', 'Playgrounds']",18,225 ave de la capelette,43.27988952,5.40985882,1,4.0
459,Casa Italia,['Italian'],95,259 avenue de la capelette,43.2793007,5.4117799,1,4.0
460,Le Petit Plat,['Brasseries'],230,285 avenue Prado,43.27306,5.39152,22,3.5
461,Chez Zé,['Pizza'],935,402 chemin de Morgiou,43.23437,5.41104,29,3.5
462,Brasserie des Calanques,['Brasseries'],344,ZAC Baou de Sormiou,43.2316228,5.4051399,2,4.0
463,Chez Rose,['Mediterranean'],344,ZAC Baou de Sormiou,43.2316228,5.4051399,1,5.0
464,La Crêperie Savana du Marseille,['Creperies'],515,6 bd des 2 Canards,43.22716771,5.40054881,1,5.0
465,Le Lion d'Or,['Restaurants'],18,214 Avenue Chartreux,43.3124396,5.4016596,1,5.0
466,Esprit Sushi,['Sushi Bars'],87,208 Avenue Des Chartreux,43.31191,5.40116,3,3.5
467,Allo Crepes,"['Creperies', 'Food Delivery Services']",95,24 ave de Saint Just,43.3133,5.40237,3,3.0
468,Parc de la Bastide,"['Botanical Gardens', 'Parks']",1132,Boulevard Central,43.34282,5.380168,3,5.0
469,Le Fournil de Saint Joseph,['Bakeries'],655,134 Chemin St Joseph À Ste Marthe,43.34182,5.38684,4,4.0
470,Le Rustic,"['French', 'Pubs']",1176,27 bd Central,43.3439,5.3806,4,3.0
471,Le Bistrot Marseillais,['Restaurants'],818,35 Chemin St Mitre A Four De Buze,43.3478,5.41337,1,5.0
472,Starbucks,['Coffee & Tea'],239,17 Rue République,43.297680353066,5.3727738103215,61,3.5
473,Le Gepetto,"['Pizza', 'French', 'Italian']",769,241 Place Louis Nazury,43.25751,5.41857,69,3.5
474,Le Viton,['French'],174,16 avenue Viton,43.26,5.40758,4,3.0
475,Les Tilleuls,"['Seafood', 'Mediterranean', 'Pizza']",1173,110 bd du Redon,43.25288,5.42132,15,3.0
476,douce pizza,"['Pizza', 'Italian']",475,15 joseph aiguier,43.2580052,5.4035804,1,5.0
477,Pépé Pizza,"['Pizza', 'Italian']",628,203 Boulevard Ste Marguerite,43.2646515,5.4096396,6,4.0
478,Jardin de la Magalone,['Parks'],929,245 boulevard Michelet,43.261604,5.398378,2,4.5
479,Bar de la Place,['Bars'],621,44 boulevard du Cabot,43.25883,5.41711,4,4.0
480,Le Bien Etre,"['Italian', 'Pizza']",639,3 Boulevard Gillibert,43.26476,5.40925,9,3.0
481,La Rocha,['Lebanese'],404,45 Pro Georges Pompidou,43.2652922,5.3736567,28,3.5
482,Le Coco Bongo,"['Karaoke', 'Bars', 'Ice Cream & Frozen Yogurt']",114,53 promenade Georges Pompidou,43.26476,5.37342,54,3.0
483,Lido Saigon,"['Vietnamese', 'Pan Asian']",114,81 Pro Georges Pompidou,43.26476,5.37342,4,4.5
484,La Cabane du Roucas,"['Dance Clubs', 'Beaches']",337,Plages Gaston Deferre,43.2642219201359,5.36925673484802,7,4.5
485,Le Forum,"['Ice Cream & Frozen Yogurt', 'Cocktail Bars']",178,10 Place Amiral Muselier,43.264347,5.374055,15,4.0
486,Le Bistrot,['Brasseries'],66,2 Boulevard De Pont De Vivaux,43.28158,5.42561,1,3.0
487,Torrefaction Noailles,"['Coffee & Tea', 'Cafes']",384,88 Boulevard St Loup,43.2825,5.431,2,4.0
488,Manuel Cluzol,"['Chocolatiers & Shops', 'Patisserie/Cake Shop', 'Ice Cream & Frozen Yogurt']",328,74 bd de Saint-Loup,43.2823,5.43036,2,5.0
489,Le Kallisté,"['Pizza', 'French']",248,76 Avenue du 24 avril 1915,43.307898,5.432212,5,4.0
490,Spok,"['Sandwiches', 'Soup']",167,62 bd Edouard Herriot,43.27238,5.38893,3,4.5
491,Le Cherche Midi,"['Fast Food', 'Salad']",217,33 bd Edouard Herriot,43.27222,5.38834,6,4.5
492,Brasserie du Stade,['Restaurants'],253,26 Boulevard Michelet,43.27103,5.39194,19,4.0
493,Salon du Chocolat de Marseille,"['Desserts', 'Shopping']",39,Parc Chanot,43.2725105,5.3913898,6,3.5
494,L'Obelisque de Mazargues,['Landmarks & Historical Buildings'],55,Rond Point de Mazargues,43.25063,5.40349,4,3.5
495,Kiosque de L'Obélisque,['Sandwiches'],55,Rond-point de Mazargues,43.25063,5.40349,1,5.0
496,Zinc Zinc les Docks,"['Tapas Bars', 'French']",931,,43.3174701,5.3599355,3,3.5
497,Le Scoop Provence,['Restaurants'],412,249 Avenue Roger Salengro,43.32137,5.36762,1,4.0
498,Tour CMA CGM,['Landmarks & Historical Buildings'],979,4 Quai Arenc,43.31598,5.36473,9,3.5
499,Le Cabot,"['Brasseries', 'Tobacco Shops']",554,54 bd du Cabot,43.2582512,5.4176798,1,4.0
500,Crêpes des lys,['Creperies'],548,53 bd du Cabot,43.2587452,5.4174267,2,5.0
