,Id,Name,Category,Distance,Address,Latitude,Longitude,Review_count,Rating
70,HCUD8wvzO5iMPDaq_mHS9Q,Le Glacier du Roi,"['Ice Cream & Frozen Yogurt', 'Tea Rooms', 'Desserts']",277,4 place de Lenche,43.29755,5.36589,56,4.0
71,0GfK46csa2y4fYoGHvuiIg,Treize en Vue,"['Bistros', 'French']",366,40 rue de Breteuil,43.28937,5.37619,45,4.5
72,_xfIZiwkOgJiZSIrHgwqSQ,La Cantine,['Mediterranean'],296,27 cours Honoré d'Estienne d'Orves,43.29244,5.37274,108,4.0
73,F7obt-xr5zG2leMx9MCKgQ,Bistro du Cours,['Bistros'],186,13 cours Julien,43.295178,5.383073,66,4.5
74,IP2GjTvlE38PrFBbfKSqQg,L'Oléas,"['Mediterranean', 'French']",228,27 cours Julien,43.29447,5.38294,54,4.0
75,hGwDylpMp4qWXnKDnyBCPA,La Marche à Suivre,['French'],260,12 rue Vian,43.29464,5.383689,124,4.0
76,Bqo2UNcGWXKbzPOkxz1ubQ,La Table de l'Olivier,['Modern European'],502,56 Rue Mazenod,43.30466,5.36631,29,4.5
77,eKgA2i_Rn_dGkQviJv0C5Q,Le Perroquet Bleu,"['Brasseries', 'Tapas/Small Plates']",450,72 bd des Dames,43.30245,5.36955,24,3.5
78,6maA30spYEhbUyd4IE5qVg,Noodles Chôp,"['Mediterranean', 'Asian Fusion']",370,57 rue de Forbin,43.304821,5.367957,3,4.5
79,GoLH3UFuAtBHX3xHquppCg,Big Fernand,['Burgers'],501,10 place de la Joliette,43.305346,5.366118,23,3.5
80,CmHI3dv9Ek4ns9KY-mxM5A,Chez Ida,"['French', 'Karaoke']",178,7 Rue Ferdinand Rey,43.2937810155134,5.38633754860625,31,4.5
81,gQE8ilVDY7JmgQMgv9lomg,WAAW,"['Party & Event Planning', 'Bistros']",171,17 rue Pastoret,43.2938186,5.3849285,29,4.0
82,CEaJozrBUgjkCJ-VYnSH2A,Yoj By Yoji,['Japanese'],166,9 quai du Lazaret,43.3090467,5.3664055,12,3.5
83,V9Hskiw_MDVclVoC6bJoaA,Simply Food,['Fast Food'],141,35 Boulevard Dunkerque,43.30785,5.36798,12,3.0
84,ugsouNIVclm64oWIF_uK3g,Beef House,"['American', 'Barbeque', 'Burgers']",433,9 quai du Lazaret,43.306098991496,5.364997826999,33,3.0
85,mCeyZXqQpeAJwN0AuGx8aQ,Friterie Werner & Co,"['Belgian', 'Fast Food']",1030,9 Rue Guy Mocquet,43.3137,5.3795,30,4.0
86,gFfkMqE-1QKYlL5z6wn8Aw,Ambassade de Bretagne,"['Breakfast & Brunch', 'Brasseries']",388,10 place de la Joliette,43.3060246048047,5.36612899161605,10,3.5
87,7w3qn0GlQXJHyzjzgmaLVw,BO&CO,['French'],387,232 bd de Paris,43.3155241,5.3669746,7,4.0
88,IMWvGQh7DyHfsTnWLEdZ7A,Chez Sylvie,['French'],243,84 rue de Ruffi,43.31426,5.36971,2,4.0
89,oFXYPBSdgg5qyz6BxNE0ig,Babel Med Music,"['Festivals', 'Local Flavor', 'Music Venues']",335,12 rue Urbain V,43.31548,5.36848,7,3.5
90,B9xJB2cabwM6K2usDLPT_w,Le Roy René,"['Brasseries', 'Seafood']",707,9 quai du Lazaret,43.306958,5.363688,11,3.5
91,zIr1V2v7ngnoKG7h_NWwbw,L'Escale des Docks,['French'],273,234 Boulevard Paris,43.31584,5.36673,7,3.0
92,axik6Dwh3extfpfUaRz3Qw,L'Anse du Panier,"['French', 'Bars']",33,16 rue Jean François Lecas,43.302133,5.365963,5,4.5
93,DNfGb5EYTP4HloTO6bWghg,Viens Attendre,['Cafes'],295,Quai A,43.3017342,5.3805139,13,4.0
94,tSWeY1uO8pdOaXVwBo_6EQ,Frac Paca,['Museums'],32,20 bd de Dunkerque,43.30576,5.36753,5,5.0
95,v3ARNIjwH6Ik10XugtoG6Q,Le Comptoir des Docks,['Tapas/Small Plates'],26,10 place de la Joliette,43.305619,5.365965,7,4.0
96,zUWu8E2YlREA5Dg56Z7uXw,Panasia,['Pan Asian'],37,10 place de la Joliette,43.305445,5.365944,6,3.5
97,PaMd0KcHcRNIIPW0tmIe0Q,Be Organic - Be O,"['Vegan', 'Wine Bars', 'Delicatessen']",34,10 place de la Joliette,43.3055973,5.36605242394262,4,3.5
98,DxTykpXC06eUsrTH68w_Yw,L'Ecomotive,"['Cafes', 'Shared Office Spaces']",372,2 place des Marseillaises,43.3014322,5.380514,12,4.0
99,pIT6-LSvd5nyy8jgG6Q1sA,La Cantine du Midi,['French'],770,36 rue Bernard,43.3107213,5.3871257,10,4.5
100,5vvx5WF37bIswDIasxuRHw,Rouge Belle de Mai,"['French', 'Jazz & Blues']",760,47 rue Fortuné Jourdan,43.311361,5.387022,19,4.5
101,s-hXjSVMuw9AB_lG4RBfaA,Bar du Moulin,['Bars'],34,8 Rue Loubon,43.31123,5.37802,1,2.0
102,YWUfql2Xs95nmNiVPWFfsw,Le Quai Gourmand,['Mediterranean'],1341,26 Rue Mazenod,43.302727,5.365713,12,4.5
103,2d1O0WZuP7PQcfQjhtV2nw,Hfc,['Fast Food'],32,356 métro national,43.3137703,5.3744702,4,3.5
104,fuygU_TpGcYviBtAqferkA,Le Fournil National,['Bakeries'],33,386 bd National,43.31471,5.37307,1,3.0
105,3DChAiRjHJ_GZgL_-BADZw,Coco Loco,"['Burgers', 'Pizza', 'American']",635,207 boulevard de Plombières,43.318461,5.379151,14,4.0
106,H1o9mtPjC0If1citMNTBVw,Les Grandes Tables,['French'],281,41 rue Jobin,43.310342440269,5.39016813491821,58,3.5
107,DilvFuQdcWswnv8B4JlTlg,Pâtisserie B et F Giner La Gourmandine,['Bakeries'],66,8 Place Bernard Cadenat,43.3118666,5.3864447,6,5.0
108,m2WDXu6r-o8Gc1RyHq54Ag,Chez Claire,['Seafood'],112,12 rue d'Orange,43.31263,5.3864,4,4.5
109,RKtsI54LAZK8uGwYev225w,La Salle des Machines,"['Cafes', 'Bookstores', 'Sandwiches']",280,41 rue Jobin,43.3096313,5.3903298,5,3.5
110,cRADeb52wDS3NbR_8tdvHg,Parc Longchamp,['Parks'],994,Boulevard Jardin Zoologique,43.304587,5.394667,22,4.0
111,bpkiPalGJGKcPieQIIeeXQ,Studio 37,['French'],57,37 rue Guibal,43.30753,5.3872,25,3.0
112,qo-RA8bUjBfEXS12QKMWYQ,Greendeliss,"['Desserts', 'Salad', 'Soup']",248,11 avenue du Maréchal Foch,43.30201,5.39782,13,4.0
113,R2-tSJ65RV83w72w48372Q,Riz D'or,['Chinese'],74,21 ave des Chartreux,43.3036385,5.3976998,21,4.5
114,XEuh83BPsWmu3UouK7yKvg,La Fournée d'Inès,['Bakeries'],60,2 Boulevard Jardin Zoologique,43.30384,5.39707,25,4.0
115,cKF1UxrhAmsQWwYTjOM0QQ,Le Jardin des Arts,['French'],474,53 Rue Marx Dormoy,43.30004,5.39683,57,4.0
116,GzKciMU844-pvb_DUMLMJA,Café Zenji,"['Coffee & Tea', 'Japanese', 'Pan Asian']",628,24 rue Granoux,43.2987,5.39882,23,4.5
117,i5msKAStsaRnliDkj4fgww,Liban Express,['Lebanese'],533,12 boulevard de Roux,43.307536,5.402811,10,4.5
118,6ds9O1mN_A7YRBBW6qlW1Q,Pavillon de Partage des Eaux,['Landmarks & Historical Buildings'],22,Avenue des Chutes Lavie,43.309154,5.396775,1,5.0
119,akqoNKGIK_ft4Bad0qkRbA,Coté Sud,"['French', 'Italian']",277,28 rue Maréchal Fayolle,43.30094,5.39844,46,4.5
120,ezbHzREkHdlNae51Z6tloA,Kim-Do,['Japanese'],221,4 rue Capazza,43.30087,5.40033,155,4.0
121,ZiYwbdpN69vg8bFSkps5RQ,Subway,"['Fast Food', 'Sandwiches']",26,64 boulevard de la Blancarde,43.3027572081859,5.40046930290225,1,4.0
122,MDKr84q1bb5WojV5QOkmbg,Le Citronnier,"['French', 'International', 'South African']",440,2 rue Elemir Bourges,43.2988,5.40105,15,5.0
123,2vB1EaigawOJsblnrhQdXA,Restaurant des Chutes Lavie,['French'],312,45 avenue des Chutes Lavie,43.315776,5.39864,17,4.0
124,WZTiXu82gQ8dMlTZIJsbUg,Capo Rosso,['French'],927,30 bd Verd,43.3169975726422,5.40710806846619,14,4.0
125,GapLGF9QLaN2tIyGbK3WGQ,Les Deux Soeurs,['Mediterranean'],381,48 rue Pautrier,43.31109,5.39326,10,3.5
126,2ELWSXWnL1lHy32KcdzGfw,Prinderre,['Butcher'],223,49 Boulevard Pardigon,43.311391,5.3959427,2,4.5
127,AVvSt_qcAwG-5w8d135C2A,Hong-Kong  2,['Vietnamese'],39,2 Place Edmond Audran,43.30909,5.40176,4,4.0
128,QkrQpW_X7CV56-kkrBcdbw,Le Bistrot Marseillais,['Bistros'],15,49 bd Arras,43.30923,5.40144,5,3.5
129,GaS_UZt0GulCXJT01ErswQ,Céréalia,['Bakeries'],38,7 place Edmond Audran,43.30963,5.4013799,8,3.0
130,KZzr2vUiti7_Vg4BTmml7g,Cérealia,['Bakeries'],34,7 Place Edmond Audran,43.309652,5.4012558,4,4.0
131,inAqpa84d0Eb5-roUjAThg,La Table de Guy Bistro Créole,"['Caribbean', 'Tapas/Small Plates']",154,145 ave des Chartreux,43.3083401,5.40016,10,3.0
132,HOrBLuy0YIgyyzul2EKR6Q,Théâtre des Chartreux,"['Performing Arts', 'Bars', 'Music Venues']",314,105 ave des Chartreux,43.30683,5.39961,4,4.5
133,rJZ4q26xZcRI63Do-knmeA,Subway,['Sandwiches'],37,62 ave de Saint-Just,43.3167970445435,5.40463521982721,1,3.0
134,O7R7VtyXGkjYn4uzmwcrdw,Bella Italia,['Fast Food'],78,4 Boulevard Lambert,43.3166672,5.4053222,2,4.0
135,4DmlNWvcyRZcS-0xxm-q3g,Brasserie Le Matys,"['Restaurants', 'Nightlife']",203,3 Rue Alphonse Daudet,43.3178422,5.4061173,1,4.0
136,GW_3IHjbK1NFNv39VZh05g,La Cabane à Pizzas,['Pizza'],768,208 avenue Montolivet,43.31263,5.41204,5,4.5
137,gBO7BNINnoF7ofTEBe7nog,C'est de Famille,"['Home Decor', 'Tea Rooms', 'Gluten-Free']",827,2 bd Dauzac,43.30913,5.40433,2,5.0
138,VJIA0KdSGHcxSNcxeANKSA,La Cuisine du Dôme,['Bistros'],192,3 rue Alphonse Daudet,43.3178107038846,5.4059589353499,1,3.0
139,eC-02pllo4M2SyMtECq7KQ,Carry Nation,['Cocktail Bars'],177,,43.2879836595775,5.37209987640381,43,4.5
140,5qVjvTamS1nztj-Nb-qpRA,Wadina,"['Lebanese', 'Halal', 'Vegetarian']",308,133 Rue Breteuil,43.286314,5.377496,94,4.5
141,M4thls5A4dFfzJSF9_A3Pg,Sushi Street Café,"['Sushi Bars', 'Japanese']",260,24 boulevard Notre Dame,43.289185,5.372774,101,4.0
142,DChQSCzilMIaA0LWn2-yGA,Spok Notre Dame,['Fast Food'],24,67 bd Notre Dame,43.286944,5.374085,8,4.5
143,4sKk3i7CNMb77JU9LdtCKg,L'Escapade Marseillaise,['Mediterranean'],436,134 rue Paradis,43.2876251243622,5.37909351534427,58,4.5
144,KQT9vFVa9Yfy5KcC58jZSA,Le Bistrot Asiatique,['Pan Asian'],288,54 rue Breteuil,43.2886423,5.376501,12,4.5
145,KjP62bxxlqEpNv-SxBxW6Q,O'Pakistan,"['Pakistani', 'Indian']",124,11 rue des Trois Rois,43.29412,5.38475,186,4.0
146,Mso8UQozYq9Z-IWeJq_sdg,Wasabi,['Japanese'],841,26 rue du Rouet,43.28444,5.38544,45,4.5
147,ypQni7KTkUF0abjodZNeKw,La Tarraillette,"['French', 'Lyonnais', 'Wine Bars']",302,59 bd Eugène Pierre,43.29635,5.3907,65,3.5
148,ucZ_q5BrpjCphAQnaTROEQ,La Grand Baie,"['Caribbean', 'Reunion']",85,28 cours Gouffé,43.28593,5.3872799,36,4.0
149,bziGUO3HTrsbJcgo_uAN8w,Relais Corse,"['Corsican', 'Wine Bars', 'Tapas Bars']",363,49 avenue du Prado,43.283442,5.38562,45,4.0
150,b4mEbGR85VZZDL4beK7F5A,La Fontaine,['Moroccan'],223,31 Avenue Jules Cantini,43.28469,5.38592,22,4.0
151,o76x1iTwv6vWXi0thWeVpw,KYO,"['Japanese', 'Sushi Bars']",257,15 avenue du Prado,43.284737,5.384893,44,4.0
152,X049_Ugkbq-XunNgM-mzRw,La Folie du Burger,"['Burgers', 'Fast Food']",106,5 ave de Toulon,43.2859116,5.3858299,15,4.0
153,QI6CIzPJ2mcLnNxKht6O3A,Massena Café,['Cafes'],238,1 avenue Jules Cantini,43.28567,5.38413,66,3.5
154,kBSjmcc0xgLvjT2Zd0U9NA,Vapiano,['Italian'],325,20 avenue du Prado,43.28446,5.38417,85,3.5
155,hPl94fq8y8W1yPCa7l5xtA,Topolino Pizza,['Pizza'],47,102 boulevard de la Libération,43.301,5.39143,10,4.0
156,_KkN_6F9AQLKKScMyyXz3A,La Tasca,"['Tapas/Small Plates', 'Cocktail Bars']",167,102 rue Ferrari,43.29318,5.39163,386,4.0
157,G0YHdyl7-INHdiJX5mhp3Q,El Picoteo,"['Spanish', 'Tapas/Small Plates']",318,53 rue Saint Pierre,43.293129,5.3893099,12,4.0
158,WIHLobNMhkbX16-Hp5L_Xg,Sushiqui,['Japanese'],244,31 Rue Goudard,43.29399,5.39418,8,4.5
159,36YyE5JYCful29VpEJNT8w,Waroeng Bali,"['Indonesian', 'Pan Asian']",230,15 rue du Docteur Escat,43.2837449424109,5.38364614160743,20,4.0
160,guTOomTQM0YvbWzfBpxulQ,Urban Kitchen,"['French', 'Bars', 'Breakfast & Brunch']",322,23 avenue de Corinthe,43.28341,5.39032,18,4.0
161,gekBFFjxhSCGScI842HQVA,Seiiki Leyen,"['Japanese', 'Sushi Bars']",138,60 avenue du Prado,43.283,5.385,324,3.0
162,V912KSWdrHEHpkmKyBXZ7w,Le Capriccio,"['Pizza', 'Italian']",52,70 bd Camille Flammarion,43.30579,5.39303,28,4.0
163,uC52w1Ah35YUFgRorZTkGA,Observatoire de Marseille - Planétarium,['Museums'],30,Impasse Plateau longchamp,43.305829,5.393389,3,4.0
164,1J8SdU2X5RYzOoaOb1T4qQ,Les Quatre Epices,['French'],50,30 Boulevard Georges Clemenceau,43.2991311,5.3972236,30,4.0
165,WxNqM0hyFwO7a0XaBKDOUA,The Black Unicorn,['Pubs'],358,176 bd Chave,43.295498398078,5.3965099990434,63,4.0
166,kt0JYb3bCxRXAmDpKGAvqg,Coogee,['Coffee & Tea'],368,100 boulevard Baille,43.287629,5.390766,73,4.5
167,IuITpOJNY-S-w-auv2wizA,Café Thaï,['Thai'],596,136 rue Rouet,43.279105,5.391742,157,4.0
168,5AiKzQONSntnbjM9aJtb6A,Le Goût des Choses,['French'],983,4 place Notre-Dame du Mont,43.29155,5.38485,58,4.0
169,D-OTmuPw2RsZF7XUDUBGjQ,Le Patio du Prado,['French'],735,9 Rue Borde,43.27826,5.38898,18,5.0
170,GcHCb9sXgNr-4Mw2mMBiHA,Cyprien,['French'],367,56 avenue Toulon,43.28543,5.38744,32,3.5
171,eVkY8EPwZ4WTLQBA2wo36g,PechaKucha,"['Party & Event Planning', 'Beaches']",166,,43.3141873579581,5.38295745849609,1,4.0
172,xJaaOZDtjgK68UvP2RBb-A,Le Cafe du Theatre,['Cafes'],58,3 place Placide Caffo,43.31301,5.3846299,1,4.0
173,0sw9ECdFC1T6R_doqZizvQ,Chez Roger - Bar Aéro,"['Bars', 'Breakfast & Brunch', 'Music Venues']",108,151 Rue Loubon,43.31315,5.386034,1,4.0
174,Yzin6-HA57nVZOO7fAjkbA,Le Pallavicini,"['Pizza', 'Food Delivery Services']",259,16 rue Madon,43.2928993,5.4000491,8,4.0
175,-Je9owKoGIfKmMMByMmd-A,KFC,"['Fast Food', 'Chicken Shop']",276,114 boulevard de Plombières,43.317285,5.382382,1,1.0
176,m50TtC80KCCVMZH8FUEZ4w,Freddy,"['Italian', 'Pizza']",172,140 rue Sainte-Cécile,43.2888534287623,5.39834034854891,12,4.5
177,c1B3elvzpTjgGyO2W-dOJQ,Pizza Zazza,['Pizza'],139,244 boulevard Baille,43.289611,5.398006,11,4.0
178,OLQgN5-wN8BOm9lpeXEp_w,TA&CO,"['Mexican', 'Latin American']",62,198 boulevard Baille,43.288973,5.395759,4,4.5
179,WRovhiOE549ReV6dVRG40g,Le Troquet,"['Bars', 'French']",16,17 place Pierre Roux,43.285828,5.394834,5,4.0
180,qmiVBTx9nU3BEx3dJyF4dw,Bistrot Alexandre,['Provencal'],969,31 bd Charles Moretti,43.324891,5.382679,13,4.0
