,name,Latitude,Longitude,Empty Slots,free_bikes,timestamp
39,Chutes Lavie - Guigou,43.31329084715776,5.396838371330546,,0,2023-11-07T13:15:27.581000Z
40,Eglise des Chartreux,43.30937085,5.401449029,,0,2023-11-07T13:15:27.583000Z
41,Saint-Just - Le Dôme,43.31652283667526,5.4043665678689194,,1,2023-11-07T13:15:27.607000Z
42,Hôtel de ville,43.29613110303592,5.370772717518662,,0,2023-11-07T13:15:27.320000Z
43,Canebière Saint-Ferreol,43.29626342443967,5.377094272796853,,0,2023-11-07T13:15:27.390000Z
44,Jules Guesde,43.30142931593264,5.374129631885239,,8,2023-11-07T13:15:27.404000Z
45,Notre-Dame - Dragon,43.2869613,5.373784575,,0,2023-11-07T13:15:27.465000Z
46,Plaine - Saint-Pierre,43.29416247655675,5.386291983910837,,2,2023-11-07T13:15:27.482000Z
47,Notre-Dame - Vauban,43.28399833,5.375062072,,0,2023-11-07T13:15:27.490000Z
48,Tivoli - Roosevelt,43.29876369,5.3889733920000005,,0,2023-11-07T13:15:27.492000Z
49,National - Belle de Mai,43.3080124,5.38151142,,3,2023-11-07T13:15:27.493000Z
50,Baille - Friedland,43.28659467,5.386795143,,0,2023-11-07T13:15:27.498000Z
51,Liberation - Isoard,43.30084993931786,5.390856183778169,,0,2023-11-07T13:15:27.506000Z
52,Saint-Pierre - Hugueny,43.291994145747765,5.392906782557929,,1,2023-11-07T13:15:27.509000Z
53,Rouet,43.28350153,5.386470818,,0,2023-11-07T13:15:27.512000Z
54,Libération - Chape - Espérandieu,43.30200819,5.394693835,,1,2023-11-07T13:15:27.522000Z
55,Flammarion- Montricher,43.3059935,5.393687137,,1,2023-11-07T13:15:27.525000Z
56,Place Sébastopol,43.29868093,5.397225175,,2,2023-11-07T13:15:27.527000Z
57,Toulon - Menpenti,43.28446199,5.39212117,,4,2023-11-07T13:15:27.528000Z
58,Place Placide Caffo,43.3135706,5.3848289,,5,2023-11-07T13:15:27.529000Z
59,Briffaut Camas,43.29431413,5.397498439,,0,2023-11-07T13:15:27.537000Z
60,Belle vue,43.315289087463555,5.38034926547175,,0,2023-11-07T13:15:27.537000Z
61,Baille - Hôpital Conception,43.28936349,5.396322259,,0,2023-11-07T13:15:27.538000Z
62,Pierre Roux,43.28572971621563,5.394991516440086,,0,2023-11-07T13:15:27.544000Z
63,Auphan - Vaillant,43.31707549,5.377366738,,3,2023-11-07T13:15:27.545000Z
64,Foch - Fayolle,43.30111738,5.398795435,,0,2023-11-07T13:15:27.547000Z
65,Chave - Sakakini,43.29571281,5.399639378,,2,2023-11-07T13:15:27.548000Z
66,Jean Moulin - Hôpital La Timone,43.290412249633505,5.399632919528813,,5,2023-11-07T13:15:27.549000Z
67,Sakakini - Saint-Pierre,43.29272355,5.401130777,,0,2023-11-07T13:15:27.550000Z
68,Jean Moulin - Sainte Baume,43.28715402,5.39997873,,0,2023-11-07T13:15:27.562000Z
69,Duparc - Brossolette,43.30641234314123,5.40103548654406,,3,2023-11-07T13:15:27.564000Z
70,Bon Secours - Huilerie,43.319935427116775,5.381699103765641,,0,2023-11-07T13:15:27.572000Z
71,Reboul - Argile,43.28078426,5.396621812,,0,2023-11-07T13:15:27.573000Z
72,Sainte-Marthe - Glacière,43.31755747,5.390173087,,2,2023-11-07T13:15:27.580000Z
73,Blancarde - Gare SNCF,43.29626348,5.406009668,,1,2023-11-07T13:15:27.582000Z
74,Place Pol Lapeyre,43.2925709464964,5.40910662501517,,2,2023-11-07T13:15:27.592000Z
75,Sainte-Marthe - Moretti,43.32366978,5.38883641,,2,2023-11-07T13:15:27.596000Z
76,Saint-Barnabé - Haguenau,43.30418846,5.412903941,,1,2023-11-07T13:15:27.613000Z
77,Place Caire,43.30383732,5.41872428,,1,2023-11-07T13:15:27.639000Z
78,Pierre Paraf,43.33044176,5.38914807,,1,2023-11-07T13:15:27.641000Z
79,Augustin Aubert,43.26795854639917,5.402685214151916,,2,2023-11-07T13:15:27.644000Z
80,Parc Corot,43.32346361240647,5.406297409546596,,0,2023-11-07T13:15:27.649000Z
81,Pont de Vivaux,43.2799602511721,5.416624366102042,,2,2023-11-07T13:15:27.650000Z
82,La Boiseraie,43.29552256279197,5.422926314883398,,3,2023-11-07T13:15:27.651000Z
83,Malpassé Métro,43.32004537625261,5.4150457738032864,,10,2023-11-07T13:15:27.653000Z
84,La Fourragère,43.30409626543968,5.425385468108061,,0,2023-11-07T13:15:27.661000Z
85,Saint-Paul - Malpassé,43.32660541953149,5.409903287927591,,0,2023-11-07T13:15:27.664000Z
86,Bois Luzy,43.31078482,5.42430547,,3,2023-11-07T13:15:27.665000Z
87,Lavéran - Diderot,43.3252329242701,5.4143178006645485,,2,2023-11-07T13:15:27.672000Z
88,Montolivet,43.31712055,5.423936023,,0,2023-11-07T13:15:27.675000Z
89,Saint-Jean du Désert,43.29876838180914,5.436430475000634,,0,2023-11-07T13:15:27.687000Z
90,Faculté - Saint-Jerôme,43.33611966260352,5.410320835259142,,8,2023-11-07T13:15:27.691000Z
91,Stade Bombardière,43.31710365325108,5.43681784487967,,0,2023-11-07T13:15:27.705000Z
92,La Criée,43.292748522069814,5.368401671786842,,0,2023-11-07T13:15:27.371000Z
93,Sainte - Notre-Dame,43.291674744737406,5.371582564461846,,0,2023-11-07T13:15:27.389000Z
94,Place de la Corderie,43.29077871,5.371481915,,4,2023-11-07T13:15:27.408000Z
95,République Joliette,43.30304044330242,5.368986802595486,,5,2023-11-07T13:15:27.437000Z
96,Pierre Puget - Breteuil,43.290326899868546,5.375711092245979,,4,2023-11-07T13:15:27.443000Z
97,Endoume - Corderie,43.28918361,5.366407727,,9,2023-11-07T13:15:27.444000Z
98,Estrangin,43.28974291012639,5.378303806996655,,2,2023-11-07T13:15:27.456000Z
99,Pasteur,43.29063067145421,5.359243592567395,,2,2023-11-07T13:15:27.463000Z
100,Livon - Pasteur,43.29199367364626,5.357886145002112,,0,2023-11-07T13:15:27.464000Z
101,Rome - Salvator,43.29099525,5.381360991,,0,2023-11-07T13:15:27.466000Z
102,Rome Sylvabelle,43.290099616284294,5.3812689520102595,,0,2023-11-07T13:15:27.468000Z
103,Vallon Jourdan,43.286593099737644,5.363346223953386,,0,2023-11-07T13:15:27.470000Z
104,Place du 4 Septembre,43.28856007,5.358371494,,0,2023-11-07T13:15:27.479000Z
105,Paradis - Vignerons,43.287184431033836,5.379370104893951,,2,2023-11-07T13:15:27.480000Z
106,Plage des Catalans,43.29010343949329,5.356114229700495,,3,2023-11-07T13:15:27.481000Z
107,Chave Eugene Pierre,43.29516935,5.390426195,,0,2023-11-07T13:15:27.494000Z
108,Paradis - Escat,43.283497890652455,5.380948347618755,,2,2023-11-07T13:15:27.495000Z
109,Castellane,43.28479294027045,5.384113381462271,,0,2023-11-07T13:15:27.496000Z
110,Place du Terrail,43.280390122603876,5.369296566841854,,0,2023-11-07T13:15:27.506000Z
111,Vallon Montebello,43.28104431,5.378308143,,2,2023-11-07T13:15:27.507000Z
112,Camas - Jaubert,43.29781526590139,5.393547700948375,,0,2023-11-07T13:15:27.509000Z
113,Vallon des Auffes,43.285848320041225,5.350786907401925,,1,2023-11-07T13:15:27.510000Z
114,Baille - Vertus,43.288501054747115,5.393086808343014,,0,2023-11-07T13:15:27.521000Z
115,Corniche - Malmousque,43.2842190593168,5.349699767931042,,2,2023-11-07T13:15:27.524000Z
116,Corniche - Endoume,43.28274440346115,5.35053287799019,,4,2023-11-07T13:15:27.524000Z
117,Paradis - Lord Duveen,43.27562456,5.384392134,,1,2023-11-07T13:15:27.557000Z
118,Plage du Prophète,43.273613112520195,5.362704849368924,,3,2023-11-07T13:15:27.561000Z
119,Prado - Lord Duveen,43.27676858722245,5.388786515806714,,0,2023-11-07T13:15:27.563000Z
120,Liandier - Rouet,43.278398597227664,5.392138782316124,,0,2023-11-07T13:15:27.564000Z
121,Prado - Paradis,43.26946672,5.386439042,,3,2023-11-07T13:15:27.595000Z
122,Negresko - Paulet,43.26931867,5.389396978,,1,2023-11-07T13:15:27.598000Z
123,Louis Armand,43.29957938303167,5.413255322900113,,0,2023-11-07T13:15:27.601000Z
124,Huveaune - Curtel,43.27812844,5.407194838,,1,2023-11-07T13:15:27.615000Z
125,Huveaune - Borely,43.26201967835499,5.3792991458357164,,0,2023-11-07T13:15:27.637000Z
126,Rolland - Platanes,43.271387568961586,5.40926929141915,,3,2023-11-07T13:15:27.651000Z
127,Clot Bey - Leau,43.25575639,5.38230303,,3,2023-11-07T13:15:27.662000Z
128,Escale Borély,43.25494658454127,5.3764543491352015,,3,2023-11-07T13:15:27.663000Z
129,Mazargues - Saint Anne,43.258223500058506,5.394368605955606,,0,2023-11-07T13:15:27.668000Z
130,Boulevard Urbain Sud - Verdillon,43.27502818,5.424533793,,8,2023-11-07T13:15:27.684000Z
131,Boulevard urbain sud - François Mauriac,43.27072082477898,5.422763624666231,,3,2023-11-07T13:15:27.686000Z
132,Mazargues - Almeras,43.25096566135139,5.395186297530245,,2,2023-11-07T13:15:27.690000Z
133,Lapin Blanc,43.24693037,5.38209613,,3,2023-11-07T13:15:27.701000Z
134,Plage de la Pointe Rouge,43.243884231063475,5.370736380062908,,2,2023-11-07T13:15:27.704000Z
135,Lancier - Savary,43.245581297728705,5.395069220467349,,1,2023-11-07T13:15:27.706000Z
136,Corail - Marseilleveyre,43.24062346787065,5.377642413176545,,13,2023-11-07T13:15:27.707000Z
137,Parc Pastré,43.23958841257124,5.366238242702252,,0,2023-11-07T13:15:27.712000Z
138,Roy d'Espagne - Floralia,43.24178222403938,5.397261332914354,,2,2023-11-07T13:15:27.713000Z
139,Madrague de Montredon,43.231922566975584,5.355545384096217,,4,2023-11-07T13:15:27.714000Z
140,Luminy - Parc National des Calanques,43.23156159,5.436933396,,15,2023-11-07T13:15:27.721000Z
141,Char Jeanne d'Arc - Notre Dame de La Garde,43.286038666099785,5.370678521004038,,0,2023-11-07T13:15:27.467000Z
142,Cours Julien - Frères Barthelemy,43.29264247456925,5.384253993651782,,2,2023-11-07T13:15:27.476000Z
143,National - Guibal,43.30536406,5.384119039,,0,2023-11-07T13:15:27.491000Z
144,Saint-Eugène,43.28453826179185,5.358657022621628,,2,2023-11-07T13:15:27.493000Z
145,Chave - Goudard,43.295196228553976,5.393969861741993,,0,2023-11-07T13:15:27.512000Z
146,Périer - Cremieux,43.2790871519652,5.380114290305642,,4,2023-11-07T13:15:27.523000Z
147,Prado - Périer,43.27974223,5.387440377,,0,2023-11-07T13:15:27.539000Z
148,Prado - Gabes,43.2668101,5.382693941,,14,2023-11-07T13:15:27.600000Z
149,Gèze,43.3283706355171,5.366912086186176,,0,2023-11-07T13:15:27.602000Z
150,Mazargues - Huveaune,43.265570946669925,5.390032250158811,,1,2023-11-07T13:15:27.624000Z
151,Mendès France Huveaune,43.260224964054686,5.375454850246569,,2,2023-11-07T13:15:27.640000Z
152,318 Mazargues,43.26069975,5.393983394,,0,2023-11-07T13:15:27.652000Z
153,Hambourg Rond Point Guerre,43.25002314043684,5.389189832781312,,1,2023-11-07T13:15:27.688000Z
154,Vieille Chapelle,43.2479001,5.374457344,,2,2023-11-07T13:15:27.689000Z
155,Zenatti - Malrieu,43.24646666954729,5.388984457266133,,2,2023-11-07T13:15:27.703000Z
156,Capelette - Forges,43.27946481,5.410561214,,1,2023-11-07T13:15:27.622000Z
157,Place Dalmas,43.32287191,5.382756282,,0,2023-11-07T13:15:27.587000Z
158,Rabateau - Hôpital Saint-Joseph,43.27410312139213,5.394016006213974,,1,2023-11-07T13:15:27.591000Z
159,Sormiou,43.23179293755999,5.400044027608033,,2,2023-11-07T13:15:27.720000Z
160,Livon - Vieux-Port,43.2923113,5.360730586,,1,2023-11-07T13:15:27.450000Z
161,Perrin - Le Moulin,43.31917923,5.407725382,,0,2023-11-07T13:15:27.638000Z
162,Strasbourg - Leca,43.307945169999996,5.376487141,,0,2023-11-07T13:15:27.483000Z
163,Saint-Just - Labry,43.31260893,5.401662431,,0,2023-11-07T13:15:27.588000Z
164,Peupliers - Berthelot,43.3371680327555,5.391824847426392,,2,2023-11-07T13:15:27.674000Z
165,IUT Saint Jérôme,43.34080437,5.41021883,,3,2023-11-07T13:15:27.705000Z
166,Sadi-Carnot,43.29972361,5.371828908,,2,2023-11-07T13:15:27.370000Z
167,Hôpital Sainte-Marguerite,43.25900934682247,5.409290356125894,,4,2023-11-07T13:15:27.686000Z
168,Foch - Boisson,43.297946098534624,5.404062681086202,,0,2023-11-07T13:15:27.569000Z
169,Sainte Marguerite Schloesing,43.26949,5.40262,,2,2023-11-07T13:15:27.638000Z
170,Promenade Pompidou David,43.26178214,5.374514856,,0,2023-11-07T13:15:27.628000Z
171,Base Nautique Roucas Blanc,43.26571391,5.372890521,,0,2023-11-07T13:15:27.599000Z
172,Tobelem - Crinias,43.28727,5.36078,,1,2023-11-07T13:15:27.477000Z
173,Boulevard Urbain Sud - Pont de Vivaux,43.28154806631724,5.426429873252573,,5,2023-11-07T13:15:27.674000Z
174,Lieutaud - Berlioz,43.2893069,5.38406028,,0,2023-11-07T13:15:27.485000Z
175,Corse - Saint Maurice,43.28946766,5.363719459,,1,2023-11-07T13:15:27.453000Z
176,Beaumont,43.30805059284097,5.43527038728962,,0,2023-11-07T13:15:27.689000Z
177,Palais Omnisports,43.27995154116266,5.400084718244955,,1,2023-11-07T13:15:27.585000Z
178,Rond Point du Prado,43.27312918982443,5.390725360406577,,0,2023-11-07T13:15:27.586000Z
179,Prado - Michelet,43.27211634133852,5.391746867406027,,1,2023-11-07T13:15:27.594000Z
180,Michelet - Huveaune,43.26796562,5.393976415,,2,2023-11-07T13:15:27.620000Z
181,Cité Radieuse,43.26091237294747,5.3975844325293565,,0,2023-11-07T13:15:27.660000Z
182,Michelet - Luce,43.25865839,5.398934653,,2,2023-11-07T13:15:27.673000Z
183,Obélisque de Mazargues,43.25102036834343,5.403214047900747,,2,2023-11-07T13:15:27.702000Z
184,Allar,43.32477130443621,5.365569501866162,,1,2023-11-07T13:15:27.590000Z
185,La Gaye,43.257079,5.411051253,,0,2023-11-07T13:15:27.701000Z
