,name,Latitude,Longitude,Empty Slots,free_bikes,timestamp
0,Cours Jean Ballard,43.29300892,5.374584208,,0,2023-11-07T13:15:27.389000Z
1,Allées Gambetta,43.29902797,5.381509226,,0,2023-11-07T13:15:27.454000Z
2,Réformés Canebière,43.29971664630074,5.384845163546515,,2,2023-11-07T13:15:27.478000Z
3,Coutellerie,43.29679958,5.372909688,,1,2023-11-07T13:15:27.355000Z
4,Canebiere - Beauvau,43.29527892,5.375048465,,0,2023-11-07T13:15:27.372000Z
5,Colbert Ste Barbe,43.299242645590766,5.374807305735999,,3,2023-11-07T13:15:27.385000Z
6,Centre Bourse,43.29693502454282,5.376544207099414,,1,2023-11-07T13:15:27.386000Z
7,Saint-Ferréol - Davso,43.29360042,5.378349882,,1,2023-11-07T13:15:27.442000Z
8,Flammarion - Isoard,43.3042781513621,5.388867929313619,,1,2023-11-07T13:15:27.505000Z
9,Longchamp - Grobet,43.30299233959067,5.39213628647542,,1,2023-11-07T13:15:27.511000Z
10,Vallon de l’Oriol,43.27617976729073,5.361008732708797,,0,2023-11-07T13:15:27.546000Z
11,Grand Rue,43.29777432269154,5.370874697052955,,0,2023-11-07T13:15:27.342000Z
12,Quai du Port,43.29573017,5.367354992,,7,2023-11-07T13:15:27.344000Z
13,Place de Lenche,43.29716293,5.365865775,,5,2023-11-07T13:15:27.368000Z
14,Place aux huiles,43.293258515940494,5.371585560104336,,0,2023-11-07T13:15:27.369000Z
15,Canebiere Reine Elisabeth,43.29574849,5.375219826,,0,2023-11-07T13:15:27.377000Z
16,La Major,43.299208852029665,5.365546894429258,,2,2023-11-07T13:15:27.380000Z
17,MUCEM,43.29843273,5.362774233,,5,2023-11-07T13:15:27.391000Z
18,Sainte - Lulli,43.29266329418829,5.376388862887325,,1,2023-11-07T13:15:27.421000Z
19,Académie - Capucins,43.29601993155862,5.381084217359557,,0,2023-11-07T13:15:27.451000Z
20,Canebière - Dugommier,43.29803718,5.381065715,,9,2023-11-07T13:15:27.453000Z
21,Paris - Forbin,43.30598899,5.372249573,,1,2023-11-07T13:15:27.456000Z
22,Sibie - Curiol,43.29528961,5.385580554,,0,2023-11-07T13:15:27.480000Z
23,Euromediterrannee Gantes,43.30907565,5.368464875,,11,2023-11-07T13:15:27.484000Z
24,Arenc - Chanterac,43.31223933,5.368561815,,5,2023-11-07T13:15:27.497000Z
25,Tour La Marseillaise,43.31339141270814,5.367060274332289,,10,2023-11-07T13:15:27.508000Z
26,Schuman - Leca,43.30193874,5.366285878,,2,2023-11-07T13:15:27.409000Z
27,Ferry-Nédelec,43.30278357,5.377157667,,7,2023-11-07T13:15:27.451000Z
28,Joliette - Dunkerque,43.30536824089319,5.367343057645485,,8,2023-11-07T13:15:27.455000Z
29,Les Docks - Terrasses du Port,43.30570589746745,5.365654336110538,,14,2023-11-07T13:15:27.464000Z
30,Saint Charles - Faculté,43.30460633,5.379025685,,6,2023-11-07T13:15:27.469000Z
31,Hôpital Européen,43.30903370006192,5.371782666402396,,0,2023-11-07T13:15:27.484000Z
32,National - Hoche,43.311125001287195,5.377624232911899,,0,2023-11-07T13:15:27.497000Z
33,National Métro,43.314811272541334,5.37310339134342,,1,2023-11-07T13:15:27.513000Z
34,Place Cadenat,43.3117222,5.387246838,,3,2023-11-07T13:15:27.526000Z
35,Friche Belle de Mai,43.30958896,5.390258304,,5,2023-11-07T13:15:27.527000Z
36,Cinq Avenue Longchamp,43.30427414673173,5.397513231939001,,0,2023-11-07T13:15:27.548000Z
37,Chute Lavie Dahdah,43.309037596219014,5.396545511971453,,0,2023-11-07T13:15:27.551000Z
38,Blancarde - Duparc,43.30275907,5.400792795,,0,2023-11-07T13:15:27.552000Z
