,Name,Category,Address,review_count,rating
1292,Tabi No Yume,"[{'alias': 'japanese', 'title': 'Japanese'}]",1 bd Sainte-Anne,17,4.0
1293,Le Ventre de l'Architecte,"[{'alias': 'french', 'title': 'French'}]",280 boulevard Michelet,118,3.5
1294,Set Marseille,"[{'alias': 'sports_clubs', 'title': 'Sports Clubs'}, {'alias': 'french', 'title': 'French'}]",265 av de Mazargues,33,4.0
1295,Le Palais d'Asie,"[{'alias': 'restaurants', 'title': 'Restaurants'}]",33 boulevard Luce,25,4.0
1296,La Cité Radieuse,"[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",280 boulevard Michelet,23,4.5
1297,Tresors d'Armenie,"[{'alias': 'armenian', 'title': 'Armenian'}]",475 avenue de Mazargues,8,4.0
1298,Black Stone,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'brasseries', 'title': 'Brasseries'}]",10 boulevard Gustave Ganay,11,4.0
1299,Restaurant Le Grand Pin,"[{'alias': 'french', 'title': 'French'}]",430 Avenue Mazargues,5,4.5
1300,Le Pacifique 4,"[{'alias': 'buffets', 'title': 'Buffets'}, {'alias': 'panasian', 'title': 'Pan Asian'}]",210 bd Romain Rolland,12,4.0
1301,Sodexho,[],5 Rue Verdillon,3,1.5
1302,Parc de la Maison Blanche,"[{'alias': 'parks', 'title': 'Parks'}]",Boulevard Paul Claudel,13,4.5
1303,Jean Sauveur,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'napoletana', 'title': 'Napoletana'}]",33 Boulevard de Saint-Loup,3,5.0
1304,Dragon d'Asie,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}]",11 Boulevard Pont De Vivaux,4,4.5
1305,Torrefaction Noailles,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'cafes', 'title': 'Cafes'}]",88 Boulevard St Loup,2,4.0
1306,camion pizza,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",bd du pont de vivaux,1,5.0
1307,Coq D'Or Center,"[{'alias': 'butcher', 'title': 'Butcher'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'markets', 'title': 'Fruits & Veggies'}]",79 boulevard Romain Rolland,1,5.0
1308,Manuel Cluzol,"[{'alias': 'chocolate', 'title': 'Chocolatiers & Shops'}, {'alias': 'cakeshop', 'title': 'Patisserie/Cake Shop'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]",74 bd de Saint-Loup,2,5.0
1309,La Table des Garrigues,"[{'alias': 'provencal', 'title': 'Provencal'}]",42 rue Pierre Doize,3,3.0
1310,Le Pacifique 4,"[{'alias': 'buffets', 'title': 'Buffets'}, {'alias': 'panasian', 'title': 'Pan Asian'}]",210 bd Romain Rolland,12,4.0
1311,Parc de la Maison Blanche,"[{'alias': 'parks', 'title': 'Parks'}]",Boulevard Paul Claudel,13,4.5
1312,Dragon d'Asie,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}]",11 Boulevard Pont De Vivaux,4,4.5
1313,Pizza Fabio,"[{'alias': 'pizza', 'title': 'Pizza'}]",296 bd romain rolland,2,4.5
1314,Coq D'Or Center,"[{'alias': 'butcher', 'title': 'Butcher'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'markets', 'title': 'Fruits & Veggies'}]",79 boulevard Romain Rolland,1,5.0
1315,Gimy,"[{'alias': 'kebab', 'title': 'Kebab'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",137 bd Romain Rolland,1,4.0
1316,L'instant Gourmand,"[{'alias': 'bistros', 'title': 'Bistros'}]",343 bd Romain Rolland,1,3.0
1317,Quick,"[{'alias': 'hotdogs', 'title': 'Fast Food'}]",77 rue Pierre Doize,2,1.5
1318,Piz'Mazal,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'kosher', 'title': 'Kosher'}]",293 bd Romain Rolland,2,3.5
1319,Top Indien Express,"[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'fooddeliveryservices', 'title': 'Food Delivery Services'}]",253 ave de la Capelette,1,4.0
1320,O'Brady's Irish Pub,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'brasseries', 'title': 'Brasseries'}, {'alias': 'irish_pubs', 'title': 'Irish Pub'}]",378 avenue de Mazargues,159,4.5
1321,Le Jardin,"[{'alias': 'french', 'title': 'French'}]",66 rue Sebastien Marcaggi,11,4.5
1322,Brasserie le Turf,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'brasseries', 'title': 'Brasseries'}]",412 Avenue De Mazargues,37,3.5
1323,Tabi No Yume,"[{'alias': 'japanese', 'title': 'Japanese'}]",1 bd Sainte-Anne,17,4.0
1324,La Terrasse du Grand Saint-Giniez,"[{'alias': 'french', 'title': 'French'}]",131 avenue de Mazargues,1,2.0
1325,Da Paolo,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'rotisserie_chicken', 'title': 'Rotisserie Chicken'}]",23 chemin du Lancier,6,4.5
1326,Musée d'Art Contemporain,"[{'alias': 'museums', 'title': 'Museums'}, {'alias': 'galleries', 'title': 'Art Galleries'}]",69 avenue d'Haïfa,25,3.5
1327,Le Palais d'Asie,"[{'alias': 'restaurants', 'title': 'Restaurants'}]",33 boulevard Luce,25,4.0
1328,Le Starlight,"[{'alias': 'brasseries', 'title': 'Brasseries'}]",Avenue de Hambourg,11,3.5
1329,Le Pti Nico,"[{'alias': 'brasseries', 'title': 'Brasseries'}, {'alias': 'french', 'title': 'French'}]",9 place Robespierre,2,4.5
1330,Ô Lapin Blanc,"[{'alias': 'bistros', 'title': 'Bistros'}]",12 bd des Joncs,8,4.0
1331,La Parenthèse,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",2 impasse de Riou,49,4.5
1332,Question de Goût,"[{'alias': 'french', 'title': 'French'}]",147 Avenue Joseph Vidal,129,4.0
1333,Les Calanques de Marseille,"[{'alias': 'localflavor', 'title': 'Local Flavor'}]",,43,4.5
1334,La Crêperie Bretonne Triskell,"[{'alias': 'creperies', 'title': 'Creperies'}]",147 avenue Joseph Vidal,51,4.0
1335,Les Trottoirs Marseillais,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}]",5 Place Joseph Vidal,84,4.0
1336,The Red Lion,"[{'alias': 'pubs', 'title': 'Pubs'}]",231 avenue Pierre Mendès France,218,3.5
1337,Sport Beach,"[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",Escale Borely,206,3.0
1338,La Serenata,"[{'alias': 'italian', 'title': 'Italian'}]",37 avenue de la Pointe Rouge,29,3.5
1339,L'Indigo,"[{'alias': 'tex-mex', 'title': 'Tex-Mex'}, {'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'tapas', 'title': 'Tapas Bars'}]",142 avenue Pierre Mendès France,67,3.0
1340,Les Trottoirs Marseillais,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}]",5 Place Joseph Vidal,84,4.0
1341,Pascal's Kitchen,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'french', 'title': 'French'}]",46 ave de Montredon,55,4.0
1342,La Riviera,"[{'alias': 'seafood', 'title': 'Seafood'}]",Place Joseph Vidal,57,3.5
1343,Gelati Nino,"[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]",59 avenue de Montredon,32,4.0
1344,L'Escale,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'brasseries', 'title': 'Brasseries'}, {'alias': 'creperies', 'title': 'Creperies'}]",22 avenue Montredon,34,3.0
1345,La Parenthèse,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",2 impasse de Riou,49,4.5
1346,Question de Goût,"[{'alias': 'french', 'title': 'French'}]",147 Avenue Joseph Vidal,129,4.0
1347,Le Tropicana,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",46 avenue de Montredon,22,3.5
1348,La Crêperie Bretonne Triskell,"[{'alias': 'creperies', 'title': 'Creperies'}]",147 avenue Joseph Vidal,51,4.0
1349,The Red Lion,"[{'alias': 'pubs', 'title': 'Pubs'}]",231 avenue Pierre Mendès France,218,3.5
1350,Da Paolo,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'rotisserie_chicken', 'title': 'Rotisserie Chicken'}]",23 chemin du Lancier,6,4.5
1351,Le Jardin,"[{'alias': 'french', 'title': 'French'}]",66 rue Sebastien Marcaggi,11,4.5
1352,Le Starlight,"[{'alias': 'brasseries', 'title': 'Brasseries'}]",Avenue de Hambourg,11,3.5
1353,Musée d'Art Contemporain,"[{'alias': 'museums', 'title': 'Museums'}, {'alias': 'galleries', 'title': 'Art Galleries'}]",69 avenue d'Haïfa,25,3.5
1354,Le Pti Nico,"[{'alias': 'brasseries', 'title': 'Brasseries'}, {'alias': 'french', 'title': 'French'}]",9 place Robespierre,2,4.5
1355,Restaurant et Lycée-CFA hôteliers et de Tourisme de Marseille,"[{'alias': 'cookingclasses', 'title': 'Cooking Classes'}, {'alias': 'provencal', 'title': 'Provencal'}]",114 Avenue André-Zenatti,2,2.5
1356,Le San Michel,"[{'alias': 'tobaccoshops', 'title': 'Tobacco Shops'}, {'alias': 'brasseries', 'title': 'Brasseries'}]",104 avenue Hambourg,4,3.5
1357,La Terrasse du Grand Saint-Giniez,"[{'alias': 'french', 'title': 'French'}]",131 avenue de Mazargues,1,2.0
1358,O'Douceurs Givrées,"[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]",77 rue Emile Zola,1,5.0
1359,Chez Viet,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}]",37 boulevard de la Concorde,1,4.0
1360,Pascal's Kitchen,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'french', 'title': 'French'}]",46 ave de Montredon,55,4.0
1361,La Parenthèse,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",2 impasse de Riou,49,4.5
1362,Question de Goût,"[{'alias': 'french', 'title': 'French'}]",147 Avenue Joseph Vidal,129,4.0
1363,Les Trottoirs Marseillais,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}]",5 Place Joseph Vidal,84,4.0
1364,La Crêperie Bretonne Triskell,"[{'alias': 'creperies', 'title': 'Creperies'}]",147 avenue Joseph Vidal,51,4.0
1365,La Riviera,"[{'alias': 'seafood', 'title': 'Seafood'}]",Place Joseph Vidal,57,3.5
1366,La Serenata,"[{'alias': 'italian', 'title': 'Italian'}]",37 avenue de la Pointe Rouge,29,3.5
1367,Ô Lapin Blanc,"[{'alias': 'bistros', 'title': 'Bistros'}]",12 bd des Joncs,8,4.0
1368,Gelati Nino,"[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]",59 avenue de Montredon,32,4.0
1369,Le Thalassa Café,"[{'alias': 'brasseries', 'title': 'Brasseries'}]",1 avenue de la Pointe Rouge,39,3.5
1370,Pascal's Kitchen,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'french', 'title': 'French'}]",46 ave de Montredon,55,4.0
1371,Le Siam,"[{'alias': 'thai', 'title': 'Thai'}]",25 promenade du Grand Large,16,3.5
1372,Les Trottoirs Marseillais,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}]",5 Place Joseph Vidal,84,4.0
1373,Parc de Montredon - Campagne Pastré,"[{'alias': 'gardens', 'title': 'Botanical Gardens'}, {'alias': 'parks', 'title': 'Parks'}]",157 ave de Montredon,23,4.5
1374,Au Bord de l'Eau,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",15 rue des Arapèdes,202,4.0
1375,La Riviera,"[{'alias': 'seafood', 'title': 'Seafood'}]",Place Joseph Vidal,57,3.5
1376,Les Mille Saveurs,"[{'alias': 'bakeries', 'title': 'Bakeries'}]",146 avenue Montredon,1,3.0
1377,La Serenata,"[{'alias': 'italian', 'title': 'Italian'}]",37 avenue de la Pointe Rouge,29,3.5
1378,Gelati Nino,"[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]",59 avenue de Montredon,32,4.0
1379,L'Orchidée,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}]",3 Boulevard Beaurivage,4,3.0
1380,Le Jardin,"[{'alias': 'french', 'title': 'French'}]",66 rue Sebastien Marcaggi,11,4.5
1381,Da Paolo,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'rotisserie_chicken', 'title': 'Rotisserie Chicken'}]",23 chemin du Lancier,6,4.5
1382,Musée d'Art Contemporain,"[{'alias': 'museums', 'title': 'Museums'}, {'alias': 'galleries', 'title': 'Art Galleries'}]",69 avenue d'Haïfa,25,3.5
1383,Le Pti Nico,"[{'alias': 'brasseries', 'title': 'Brasseries'}, {'alias': 'french', 'title': 'French'}]",9 place Robespierre,2,4.5
1384,Le Starlight,"[{'alias': 'brasseries', 'title': 'Brasseries'}]",Avenue de Hambourg,11,3.5
1385,Les Delices du Roy,"[{'alias': 'french', 'title': 'French'}]",20 Chemin Roi d'espagne,1,3.0
1386,O'Douceurs Givrées,"[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]",77 rue Emile Zola,1,5.0
1387,Le San Michel,"[{'alias': 'tobaccoshops', 'title': 'Tobacco Shops'}, {'alias': 'brasseries', 'title': 'Brasseries'}]",104 avenue Hambourg,4,3.5
1388,Brasserie des Calanques,"[{'alias': 'brasseries', 'title': 'Brasseries'}]",ZAC Baou de Sormiou,2,4.0
1389,Chez Viet,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}]",37 boulevard de la Concorde,1,4.0
1390,Au Bord de l'Eau,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",15 rue des Arapèdes,202,4.0
1391,Chez Aldo,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",28 Rue Audemar Tibido,97,4.0
1392,Connolly's Corner,"[{'alias': 'irish_pubs', 'title': 'Irish Pub'}]",2 avenue Madrague de Montredon,35,4.0
1393,Les Tamaris,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'french', 'title': 'French'}]",40 bd Calanque de Samena,97,3.5
1394,Roger Forni,"[{'alias': 'bakeries', 'title': 'Bakeries'}]",202 Avenue Madrague de Montredon,1,5.0
1395,Bar Amical,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'brasseries', 'title': 'Brasseries'}]",196 ave Madrague de Montredon,2,4.5
1396,Le Petit Port,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'seafood', 'title': 'Seafood'}]",Route des Goudes,46,3.5
1397,Parc de Montredon - Campagne Pastré,"[{'alias': 'gardens', 'title': 'Botanical Gardens'}, {'alias': 'parks', 'title': 'Parks'}]",157 ave de Montredon,23,4.5
1398,Plage de l'Abricotier,"[{'alias': 'beaches', 'title': 'Beaches'}]",boulevard des Baigneurs,14,4.0
1399,Le Tiboulen de Maïre,"[{'alias': 'french', 'title': 'French'}, {'alias': 'seafood', 'title': 'Seafood'}]",Chemin Goudes,23,3.0
1400,Le Luminyen,"[{'alias': 'hotdogs', 'title': 'Fast Food'}]",184 Avenue Luminy,8,3.5
1401,Les Terrasses du Phocéen,"[{'alias': 'french', 'title': 'French'}]",Rue Henri Cochet,8,4.0
1402,Camion Snack de Luminy,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",163 avenue de Luminy,4,4.5
1403,ca slam chez moi,"[{'alias': 'bars', 'title': 'Bars'}]",119 traverse de la seigneurie,1,5.0
1404,Franceschi Mathieu,"[{'alias': 'pizza', 'title': 'Pizza'}]",74 bd Saint Marguerite,2,4.0
1405,Tennis Club Phocéen,"[{'alias': 'bistros', 'title': 'Bistros'}, {'alias': 'brasseries', 'title': 'Brasseries'}, {'alias': 'buffets', 'title': 'Buffets'}, {'alias': 'tennis', 'title': 'Tennis'}]",Rue Henri Cochet,1,3.0
1406,Restaurant U,"[{'alias': 'education', 'title': 'Education'}]",171 Avenue De Luminy,1,3.0
1407,Carry Nation,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",,43,4.5
1408,Basilique Notre-Dame de la Garde,"[{'alias': 'churches', 'title': 'Churches'}, {'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",Rue Fort du Sanctuaire,197,4.5
1409,Sushi Street Café,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]",24 boulevard Notre Dame,101,4.0
1410,Le Café de la Banque,"[{'alias': 'brasseries', 'title': 'Brasseries'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",24 bd Paul Peytral,65,4.5
1411,Treize en Vue,"[{'alias': 'bistros', 'title': 'Bistros'}, {'alias': 'french', 'title': 'French'}]",40 rue de Breteuil,45,4.5
1412,L'Escapade Marseillaise,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}]",134 rue Paradis,58,4.5
1413,Wadina,"[{'alias': 'lebanese', 'title': 'Lebanese'}, {'alias': 'halal', 'title': 'Halal'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}]",133 Rue Breteuil,94,4.5
1414,La Table du Fort,"[{'alias': 'french', 'title': 'French'}]",8 rue Fort Notre Dame,58,4.5
1415,Le Bon Burger,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",24 place aux Huiles,36,4.5
1416,La Nautique,"[{'alias': 'french', 'title': 'French'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",20 quai de Rive Neuve,60,4.0
1417,Le Corto,"[{'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'french', 'title': 'French'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",24 place Notre-Dame du Mont,65,4.5
1418,Casa No Name,"[{'alias': 'french', 'title': 'French'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",7 rue André Poggioli,30,4.5
1419,Café Vian,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'provencal', 'title': 'Provencal'}, {'alias': 'bbq', 'title': 'Barbeque'}]",12 rue Vian,119,4.5
1420,Ummagumma,"[{'alias': 'french', 'title': 'French'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",26 rue des Trois Rois,78,4.5
1421,La Source de Jade,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'chinese', 'title': 'Chinese'}]",3 rue Trois Frères Barthélémy,52,4.0
1422,Le Goût des Choses,"[{'alias': 'french', 'title': 'French'}]",4 place Notre-Dame du Mont,58,4.0
1423,Chez Ida,"[{'alias': 'french', 'title': 'French'}, {'alias': 'karaoke', 'title': 'Karaoke'}]",7 Rue Ferdinand Rey,31,4.5
1424,WAAW,"[{'alias': 'eventplanning', 'title': 'Party & Event Planning'}, {'alias': 'bistros', 'title': 'Bistros'}]",17 rue Pastoret,29,4.0
1425,Bistro du Cours,"[{'alias': 'bistros', 'title': 'Bistros'}]",13 cours Julien,66,4.5
1426,O'Pakistan,"[{'alias': 'pakistani', 'title': 'Pakistani'}, {'alias': 'indpak', 'title': 'Indian'}]",11 rue des Trois Rois,186,4.0
1427,Le Cercle Rouge,"[{'alias': 'tapas', 'title': 'Tapas Bars'}, {'alias': 'corsican', 'title': 'Corsican'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",41 rue Adolphe Thiers,65,4.5
1428,La Cantine de Nour d'Egypte,"[{'alias': 'egyptian', 'title': 'Egyptian'}]",10 rue Bernex,23,4.5
1429,Le Grain de Sable,"[{'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'french', 'title': 'French'}]",34 Rue Baignoir,47,4.5
1430,Les Grandes Tables,"[{'alias': 'french', 'title': 'French'}]",41 rue Jobin,57,3.5
1431,Chez Simone,"[{'alias': 'french', 'title': 'French'}]",23 cours Franklin Roosevelt,12,4.5
1432,La Manne,"[{'alias': 'french', 'title': 'French'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",18 boulevard de la Liberté,12,4.5
1433,Le Comptoir Dugommier,"[{'alias': 'brasseries', 'title': 'Brasseries'}]",14 bd Dugommier,24,4.0
1434,Palais Longchamp,"[{'alias': 'museums', 'title': 'Museums'}]",Place Henri Dunant,81,4.5
1435,Le Débouché,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'french', 'title': 'French'}]",3 bd National,20,4.5
1436,Viens Attendre,"[{'alias': 'cafes', 'title': 'Cafes'}]",Quai A,13,4.0
1437,Le Petit Nice Passedat,"[{'alias': 'french', 'title': 'French'}, {'alias': 'seafood', 'title': 'Seafood'}]",17 rue des Braves,154,4.0
1438,Le Baron Perché,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'french', 'title': 'French'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",45 rue Châteaubriand,49,4.0
1439,Victor Café,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'lounges', 'title': 'Lounges'}]",New Hotel of Marseille,80,4.0
1440,La Nautique,"[{'alias': 'french', 'title': 'French'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",20 quai de Rive Neuve,60,4.0
1441,La Mascotte,"[{'alias': 'bakeries', 'title': 'Bakeries'}]",250 Rue D Endoume,4,3.5
1442,Le Carré Bistromanie,"[{'alias': 'brasseries', 'title': 'Brasseries'}]",Sofitel Marseille Vieux Port,180,4.0
1443,Pizzeria les Deux Frangins,"[{'alias': 'fooddeliveryservices', 'title': 'Food Delivery Services'}, {'alias': 'pizza', 'title': 'Pizza'}]",60 Boulevard Bompard,22,3.5
1444,L'Epuisette,"[{'alias': 'french', 'title': 'French'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",156 Rue Vallon Des Auffes,145,4.5
1445,Chez Fonfon,"[{'alias': 'seafood', 'title': 'Seafood'}]",140 rue Vallon des Auffes,199,3.5
1446,Le Péron,"[{'alias': 'modern_european', 'title': 'Modern European'}, {'alias': 'seafood', 'title': 'Seafood'}]",56 Corniche Kennedy,164,4.0
1447,La Tasca,"[{'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",102 rue Ferrari,386,4.0
1448,Le Cercle Rouge,"[{'alias': 'tapas', 'title': 'Tapas Bars'}, {'alias': 'corsican', 'title': 'Corsican'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",41 rue Adolphe Thiers,65,4.5
1449,La Tarraillette,"[{'alias': 'french', 'title': 'French'}, {'alias': 'lyonnais', 'title': 'Lyonnais'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",59 bd Eugène Pierre,65,3.5
1450,Le Corto,"[{'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'french', 'title': 'French'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",24 place Notre-Dame du Mont,65,4.5
1451,Sushiqui,"[{'alias': 'japanese', 'title': 'Japanese'}]",31 Rue Goudard,8,4.5
1452,The Black Unicorn,"[{'alias': 'pubs', 'title': 'Pubs'}]",176 bd Chave,63,4.0
1453,Café Vian,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'provencal', 'title': 'Provencal'}, {'alias': 'bbq', 'title': 'Barbeque'}]",12 rue Vian,119,4.5
1454,Casa No Name,"[{'alias': 'french', 'title': 'French'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",7 rue André Poggioli,30,4.5
1455,Les Mains Libres,"[{'alias': 'bakeries', 'title': 'Bakeries'}]",117 bd Chave,4,5.0
1456,La Cantine de Nour d'Egypte,"[{'alias': 'egyptian', 'title': 'Egyptian'}]",10 rue Bernex,23,4.5
1457,Basilique Notre-Dame de la Garde,"[{'alias': 'churches', 'title': 'Churches'}, {'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",Rue Fort du Sanctuaire,197,4.5
1458,L'Escapade Marseillaise,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}]",134 rue Paradis,58,4.5
1459,Wadina,"[{'alias': 'lebanese', 'title': 'Lebanese'}, {'alias': 'halal', 'title': 'Halal'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}]",133 Rue Breteuil,94,4.5
1460,Paul,"[{'alias': 'bakeries', 'title': 'Bakeries'}]",1 place Ernest Delibes,10,4.0
1461,Relais Corse,"[{'alias': 'corsican', 'title': 'Corsican'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'tapas', 'title': 'Tapas Bars'}]",49 avenue du Prado,45,4.0
1462,Wasabi,"[{'alias': 'japanese', 'title': 'Japanese'}]",26 rue du Rouet,45,4.5
1463,Da Romano,"[{'alias': 'italian', 'title': 'Italian'}]",229 Rue Paradis,10,4.5
1464,Carry Nation,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",,43,4.5
1465,Le Patio du Prado,"[{'alias': 'french', 'title': 'French'}]",9 Rue Borde,18,5.0
1466,Sushi Shop,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",335 rue Paradis,31,3.5
1467,Le Patio du Prado,"[{'alias': 'french', 'title': 'French'}]",9 Rue Borde,18,5.0
1468,Relais Corse,"[{'alias': 'corsican', 'title': 'Corsican'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'tapas', 'title': 'Tapas Bars'}]",49 avenue du Prado,45,4.0
1469,Café Thaï,"[{'alias': 'thai', 'title': 'Thai'}]",136 rue Rouet,157,4.0
1470,L'Escapade Marseillaise,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}]",134 rue Paradis,58,4.5
1471,Le Balagan,"[{'alias': 'soup', 'title': 'Soup'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'salad', 'title': 'Salad'}]",99 rue Rouet,21,4.0
1472,Wasabi,"[{'alias': 'japanese', 'title': 'Japanese'}]",26 rue du Rouet,45,4.5
1473,Wadina,"[{'alias': 'lebanese', 'title': 'Lebanese'}, {'alias': 'halal', 'title': 'Halal'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}]",133 Rue Breteuil,94,4.5
1474,Urban Kitchen,"[{'alias': 'french', 'title': 'French'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",23 avenue de Corinthe,18,4.0
1475,L'Aromence,"[{'alias': 'brasseries', 'title': 'Brasseries'}, {'alias': 'provencal', 'title': 'Provencal'}]",8-12 rue Liandier,8,4.5
1476,Waroeng Bali,"[{'alias': 'indonesian', 'title': 'Indonesian'}, {'alias': 'panasian', 'title': 'Pan Asian'}]",15 rue du Docteur Escat,20,4.0
